order_id,trade_date,symbol,region,sector,side,urgency,strategy,venue,hedge_basket,arrival_mid,avg_fill_price,benchmark_mid_5m,benchmark_mid_30m,order_qty,filled_qty,completion_rate_pct,participation_rate_pct,fill_minutes,vol_1m_pct,spread_bps,slippage_bps,shortfall_bps,implementation_shortfall_usd,pre_beta_usd,post_beta_usd,hedge_notional_usd,beta_reduction_pct,time_to_flat_min,fill_quality_score
EXE0200,2026-01-30,EHE200,Europe,Healthcare,SELL,Urgent,VWAP,XAMS,HXEU_GROWTH,68.44,68.33,68.79,68.21,8468,7688,90.78,15.55,12.7,1.76,8.01,15.3,15.3,805.01,488353.05,181414.41,516943.06,62.85,13.25,47.57
EXE0201,2026-02-02,ACO201,Asia,Consumer,BUY,Patient,TWAP,XTKS,HXAS,115.96,116.1,116.12,117.24,3869,3584,92.63,8.37,50.08,0.41,12.64,11.88,11.88,493.75,117203.69,42431.34,123003.62,63.8,37.09,53.45
EXE0202,2026-02-03,USE202,US,Semis,SELL,Normal,Manual Hedge,XNAS,HXUS_TECH,60.4,60.3,60.67,60.71,11688,11381,97.37,20.08,28.15,1.15,14.11,15.92,15.92,1094.28,202622.31,68634.28,157017.51,66.13,18.04,54.04
EXE0203,2026-02-04,EHE203,Europe,Healthcare,BUY,Urgent,Liquidity Seeking,XPAR,HXEU,59.97,60.11,59.75,60.62,8508,8319,97.78,13.56,15.6,2.23,9.52,23.74,23.74,1184.36,-351664.84,-143782.64,318199.14,59.11,11.53,34.01
EXE0204,2026-02-05,ACO204,Asia,Consumer,SELL,Normal,VWAP,XHKG,HXAS_HIGHBETA,82.84,82.78,82.88,83.01,24841,23917,96.28,21.38,35.27,1.61,6.0,7.94,7.94,1573.17,-427044.94,-129046.75,444530.06,69.78,23.6,77.27
EXE0205,2026-02-06,USE205,US,Semis,BUY,Urgent,TWAP,XNAS,HXUS,81.05,81.22,81.17,81.51,6774,6774,100.0,15.78,9.35,2.14,7.65,21.6,21.6,1185.85,297682.06,100540.79,290075.38,66.23,19.34,38.62
EXE0206,2026-02-09,EHE206,Europe,Healthcare,SELL,Patient,Manual Hedge,XAMS,HXEU_GROWTH,50.86,50.82,51.04,50.98,28652,27250,95.11,18.65,47.15,1.35,3.0,7.7,7.7,1067.08,706830.3,38661.2,677085.99,94.53,30.39,80.63
EXE0207,2026-02-10,ACO207,Asia,Consumer,BUY,Normal,Liquidity Seeking,XTKS,HXAS,50.46,50.52,50.95,50.55,9454,9454,100.0,8.63,13.09,1.29,10.9,12.81,12.81,611.06,319041.34,92456.31,331797.47,71.02,24.98,63.38
EXE0208,2026-02-11,USE208,US,Semis,SELL,Urgent,VWAP,XNAS,HXUS_TECH,59.99,59.89,60.73,59.88,18263,16897,92.52,24.92,4.0,1.13,18.12,16.65,16.65,1687.84,336659.62,66121.16,362177.73,80.36,9.61,47.4
EXE0209,2026-02-12,EHE209,Europe,Healthcare,BUY,Patient,TWAP,XPAR,HXEU,85.75,85.83,86.06,85.64,1703,1500,88.09,14.5,42.37,1.38,9.26,9.78,9.78,125.79,41622.58,7648.25,43771.55,81.62,32.25,63.4
EXE0210,2026-02-13,ACO210,Asia,Consumer,SELL,Normal,Manual Hedge,XHKG,HXAS_HIGHBETA,89.66,89.5,90.43,90.17,12168,11764,96.68,19.04,32.3,1.72,16.01,17.82,17.82,1879.63,-504921.79,-20196.87,398448.94,96.0,22.33,48.41
EXE0211,2026-02-16,USE211,US,Semis,BUY,Patient,Liquidity Seeking,XNAS,HXUS,46.0,46.05,46.13,46.33,6107,5511,90.24,13.92,28.58,0.83,9.57,11.26,11.26,285.44,-25999.44,-7505.35,20151.86,71.13,31.61,57.27
EXE0212,2026-02-17,EHE212,Europe,Healthcare,SELL,Normal,VWAP,XAMS,HXEU_GROWTH,79.05,78.96,78.95,79.31,3862,3631,94.01,7.58,13.2,1.02,6.59,12.07,12.07,346.46,-78011.28,-11460.13,84136.6,85.31,22.35,69.05
EXE0213,2026-02-18,ACO213,Asia,Consumer,BUY,Urgent,TWAP,XTKS,HXAS,119.58,119.81,120.31,119.44,4559,4468,98.0,17.61,14.13,1.9,5.3,19.23,19.23,1027.39,-181875.28,-46738.01,139956.76,74.3,10.56,46.92
EXE0214,2026-02-19,USE214,US,Semis,SELL,Patient,Manual Hedge,XNAS,HXUS_TECH,121.42,121.28,121.17,122.06,8568,8164,95.28,19.53,39.11,0.76,7.49,11.51,11.51,1140.98,-61836.21,-15218.2,47552.21,75.39,28.75,67.09
EXE0215,2026-02-20,EHE215,Europe,Healthcare,BUY,Normal,Liquidity Seeking,XPAR,HXEU,78.27,78.35,78.25,77.8,5650,5631,99.66,13.07,23.93,0.57,11.15,10.25,10.25,451.76,301061.58,24890.75,258268.51,91.73,22.12,73.45
EXE0216,2026-02-23,ACO216,Asia,Consumer,SELL,Urgent,VWAP,XHKG,HXAS_HIGHBETA,84.38,84.25,84.33,84.86,5219,5136,98.41,21.81,24.02,1.07,9.33,14.57,14.57,631.4,217709.47,56479.52,206690.78,74.06,5.89,58.14
EXE0217,2026-02-24,USE217,US,Semis,BUY,Patient,TWAP,XNAS,HXUS,105.73,105.81,106.72,106.56,4021,3808,94.71,14.58,40.61,0.25,9.86,7.22,7.22,290.7,212530.92,69846.45,153431.42,67.14,33.41,71.49
EXE0218,2026-02-25,EHE218,Europe,Healthcare,SELL,Urgent,Manual Hedge,XAMS,HXEU_GROWTH,101.91,101.72,102.05,103.08,4342,4342,100.0,23.07,6.48,1.22,6.28,18.54,18.54,820.36,-62671.84,-13526.42,47210.48,78.42,8.18,51.79
EXE0219,2026-02-26,ACO219,Asia,Consumer,BUY,Patient,Liquidity Seeking,XTKS,HXAS,83.58,83.69,82.9,84.47,3789,3416,90.16,13.7,53.29,1.62,3.8,12.98,12.98,370.6,-186828.07,-12142.49,186676.39,93.5,32.04,55.08
EXE0220,2026-02-27,USE220,US,Semis,SELL,Normal,VWAP,XNAS,HXUS_TECH,80.99,80.94,81.24,81.57,4393,4199,95.58,4.34,31.01,0.39,11.38,5.87,5.87,199.62,114708.47,18578.68,104111.55,83.8,21.89,77.81
EXE0221,2026-03-02,EHE221,Europe,Healthcare,BUY,Urgent,TWAP,XPAR,HXEU,57.09,57.17,56.91,57.19,10557,10201,96.63,20.59,11.04,0.62,7.53,13.9,13.9,809.47,132060.57,18109.95,105240.72,86.29,7.56,61.19
EXE0222,2026-03-03,ACO222,Asia,Consumer,SELL,Patient,Manual Hedge,XHKG,HXAS_HIGHBETA,111.99,111.87,112.54,112.18,2808,2744,97.73,17.17,44.98,1.59,10.34,9.99,9.99,306.98,91569.05,13308.93,82909.92,85.47,37.1,72.47
EXE0223,2026-03-04,USE223,US,Semis,BUY,Normal,Liquidity Seeking,XNAS,HXUS,62.28,62.39,62.29,62.07,21741,20529,94.42,22.59,26.46,2.42,9.57,17.45,17.45,2231.24,649105.5,162700.09,536980.47,74.93,21.08,47.96
EXE0224,2026-03-05,EHE224,Europe,Healthcare,SELL,Urgent,VWAP,XAMS,HXEU_GROWTH,116.01,115.73,116.73,116.88,5405,5384,99.62,10.64,10.36,1.61,10.32,23.62,23.62,1475.24,-233108.14,-52126.19,233046.56,77.64,5.89,38.38
EXE0225,2026-03-06,ACO225,Asia,Consumer,BUY,Normal,TWAP,XTKS,HXAS,175.97,176.2,173.96,175.25,3177,3177,100.0,10.24,32.55,1.67,5.8,12.91,12.91,721.74,-258946.35,-99230.63,191342.5,61.68,18.44,59.97
EXE0226,2026-03-09,USE226,US,Semis,SELL,Urgent,Manual Hedge,XNAS,HXUS_TECH,108.92,108.76,108.71,109.9,9433,8934,94.71,7.21,29.01,0.62,7.11,15.15,15.15,1474.26,75604.08,17066.74,68377.45,77.43,18.12,54.18
EXE0227,2026-03-10,EHE227,Europe,Healthcare,BUY,Patient,Liquidity Seeking,XPAR,HXEU,40.08,40.13,40.16,39.9,10304,9483,92.03,10.58,34.32,1.19,8.77,12.3,12.3,467.55,-250596.05,-68688.5,259743.14,72.59,42.12,57.5
EXE0228,2026-03-11,ACO228,Asia,Consumer,SELL,Normal,VWAP,XHKG,HXAS_HIGHBETA,100.41,100.35,100.4,99.38,6703,6639,99.05,11.09,21.87,0.25,11.94,5.82,5.82,387.97,130529.07,25298.91,127618.82,80.62,26.05,82.22
EXE0229,2026-03-12,USE229,US,Semis,BUY,Urgent,TWAP,XNAS,HXUS,48.81,48.9,48.85,48.73,6979,6692,95.89,14.31,12.19,0.73,8.89,17.97,17.97,586.96,206936.6,36932.21,153586.96,82.15,7.5,47.62
EXE0230,2026-03-13,EHE230,Europe,Healthcare,SELL,Patient,Manual Hedge,XAMS,HXEU_GROWTH,38.99,38.94,39.05,39.06,21148,20614,97.47,14.23,29.44,2.37,10.94,13.93,13.93,1119.74,14210.72,1845.23,13085.7,87.02,37.28,61.87
EXE0231,2026-03-16,ACO231,Asia,Consumer,BUY,Normal,Liquidity Seeking,XTKS,HXAS,109.26,109.42,109.06,108.95,9600,9570,99.69,19.28,29.94,1.54,10.74,14.68,14.68,1534.91,468423.3,117288.16,412340.99,74.96,26.36,58.77
EXE0232,2026-03-17,USE232,US,Semis,SELL,Patient,VWAP,XNAS,HXUS_TECH,81.99,81.9,82.47,82.64,3623,3294,90.93,7.69,46.58,1.19,11.45,10.35,10.35,279.52,142564.0,7884.57,111162.18,94.47,34.93,62.68
EXE0233,2026-03-18,EHE233,Europe,Healthcare,BUY,Normal,TWAP,XPAR,HXEU,95.52,95.66,96.06,95.44,11716,10794,92.13,16.42,31.49,1.48,4.2,14.81,14.81,1527.02,1019001.9,147476.97,765845.02,85.53,13.81,53.02
EXE0234,2026-03-19,ACO234,Asia,Consumer,SELL,Urgent,Manual Hedge,XHKG,HXAS_HIGHBETA,72.02,71.89,71.75,72.08,6591,6412,97.29,12.45,17.21,1.59,7.82,18.01,18.01,831.64,-32302.5,-10750.42,29431.93,66.72,25.27,49.57
EXE0235,2026-03-20,USE235,US,Semis,BUY,Patient,Liquidity Seeking,XNAS,HXUS,135.96,136.05,136.44,136.14,3196,2972,92.98,12.81,37.55,1.51,3.0,6.46,6.46,261.04,245130.0,73068.37,221129.4,70.19,30.79,72.47
EXE0236,2026-03-23,EHE236,Europe,Healthcare,SELL,Normal,VWAP,XAMS,HXEU_GROWTH,111.64,111.46,111.76,111.77,3898,3898,100.0,10.62,33.76,2.19,9.81,15.44,15.44,671.89,101647.7,15055.63,81927.52,85.19,15.26,60.28
EXE0237,2026-03-24,ACO237,Asia,Consumer,BUY,Urgent,TWAP,XTKS,HXAS,89.92,90.06,89.83,89.32,16064,15661,97.49,15.37,27.51,1.4,11.06,15.69,15.69,2209.41,358772.73,132029.75,357547.81,63.2,8.48,52.82
EXE0238,2026-03-25,USE238,US,Semis,SELL,Patient,Manual Hedge,XNAS,HXUS_TECH,89.46,89.32,89.93,89.49,6765,6285,92.91,16.27,48.93,2.01,13.88,16.26,16.26,914.27,303047.26,62603.08,284963.39,79.34,35.41,52.67
EXE0239,2026-03-26,EHE239,Europe,Healthcare,BUY,Urgent,Liquidity Seeking,XPAR,HXEU,47.05,47.14,47.14,46.66,8173,8072,98.76,7.48,10.29,1.56,12.5,18.87,18.87,716.63,263022.12,115090.75,237580.59,56.24,16.16,41.51
EXE0240,2026-03-27,ACO240,Asia,Consumer,SELL,Patient,VWAP,XHKG,HXAS_HIGHBETA,83.31,83.29,83.09,82.71,7112,6666,93.73,20.48,40.78,0.79,5.94,2.62,2.62,145.5,209719.43,8388.78,182621.78,96.0,30.73,92.13
EXE0241,2026-03-30,USE241,US,Semis,BUY,Normal,TWAP,XNAS,HXUS,87.4,87.51,87.46,88.24,5839,5504,94.26,14.26,21.45,1.31,15.86,12.84,12.84,617.68,448559.28,39061.06,398582.67,91.29,29.01,58.29
EXE0242,2026-03-31,EHE242,Europe,Healthcare,SELL,Urgent,Manual Hedge,XAMS,HXEU_GROWTH,92.06,91.89,92.19,92.65,15444,15048,97.44,15.81,8.29,1.43,6.12,19.25,19.25,2666.86,-895481.65,-344814.11,753434.71,61.49,3.0,46.07
EXE0243,2026-04-01,ACO243,Asia,Consumer,BUY,Patient,Liquidity Seeking,XTKS,HXAS,66.19,66.28,66.44,66.92,33093,30949,93.52,23.67,48.04,2.28,11.65,14.23,14.23,2914.82,1629024.21,65160.97,1327662.31,96.0,27.81,56.75
EXE0244,2026-04-02,USE244,US,Semis,SELL,Normal,VWAP,XNAS,HXUS_TECH,90.32,90.19,91.05,91.2,6713,6434,95.85,13.77,21.15,1.75,5.33,14.51,14.51,843.25,-278972.59,-63269.41,273499.57,77.32,14.35,57.97
EXE0245,2026-04-03,EHE245,Europe,Healthcare,BUY,Urgent,TWAP,XPAR,HXEU,70.65,70.78,71.18,70.64,18333,18160,99.06,20.16,22.34,1.74,6.01,19.42,19.42,2491.49,-339400.01,-115142.37,245021.43,66.07,12.52,46.48
EXE0246,2026-04-06,ACO246,Asia,Consumer,SELL,Normal,Manual Hedge,XHKG,HXAS_HIGHBETA,99.58,99.39,99.24,99.49,8338,8014,96.11,17.06,18.76,1.97,13.07,18.82,18.82,1501.9,-137080.47,-25238.23,112084.3,81.59,22.3,47.15
EXE0247,2026-04-07,USE247,US,Semis,BUY,Urgent,Liquidity Seeking,XNAS,HXUS,58.23,58.34,58.28,58.36,10105,9837,97.35,16.62,9.07,1.2,12.45,18.89,18.89,1082.01,-305992.96,-97916.04,271237.96,68.0,19.23,50.25
EXE0248,2026-04-08,EHE248,Europe,Healthcare,SELL,Patient,VWAP,XAMS,HXEU_GROWTH,90.65,90.57,90.22,90.37,10251,9429,91.98,16.1,40.94,0.66,6.19,8.87,8.87,758.12,-39704.83,-7956.53,36244.87,79.96,36.06,64.78
EXE0249,2026-04-09,ACO249,Asia,Consumer,BUY,Normal,TWAP,XTKS,HXAS,99.73,99.88,99.02,100.6,4038,3951,97.84,12.54,20.51,2.08,11.25,15.79,15.79,622.15,6189.7,1951.71,10000.0,68.47,22.03,54.23
EXE0250,2026-04-10,USE250,US,Semis,SELL,Urgent,Manual Hedge,XNAS,HXUS_TECH,118.25,118.08,117.38,117.89,8077,7991,98.94,13.98,25.17,1.24,12.51,14.56,14.56,1375.84,-124392.34,-57942.04,91083.8,53.42,11.32,55.38
EXE0251,2026-04-13,EHE251,Europe,Healthcare,BUY,Patient,Liquidity Seeking,XPAR,HXEU,90.34,90.44,90.24,91.43,4859,4677,96.26,12.38,32.95,1.32,10.89,10.55,10.55,445.77,272771.16,28154.11,231223.26,89.68,30.32,68.21
EXE0252,2026-04-14,ACO252,Asia,Consumer,SELL,Normal,VWAP,XHKG,HXAS_HIGHBETA,113.89,113.7,114.17,114.27,3707,3553,95.83,11.93,24.27,1.54,11.11,16.46,16.46,666.05,-407448.46,-84370.1,404936.25,79.29,18.12,57.44
EXE0253,2026-04-15,USE253,US,Semis,BUY,Patient,TWAP,XNAS,HXUS,81.25,81.28,81.63,81.83,13955,12735,91.26,17.54,42.16,1.19,7.99,4.3,4.3,444.92,457818.87,36252.31,419648.92,92.08,38.04,81.0
EXE0254,2026-04-16,EHE254,Europe,Healthcare,SELL,Normal,Manual Hedge,XAMS,HXEU_GROWTH,83.05,82.94,83.02,82.77,8082,7941,98.25,16.16,32.31,2.02,5.72,13.77,13.77,908.16,-267677.23,-81149.34,199748.69,69.68,22.3,60.01
EXE0255,2026-04-17,ACO255,Asia,Consumer,BUY,Urgent,Liquidity Seeking,XTKS,HXAS,40.89,40.96,40.76,40.95,25786,25464,98.75,19.55,5.65,1.01,9.45,16.14,16.14,1680.7,1090517.04,240627.03,1102583.76,77.93,7.02,57.78
EXE0256,2026-04-20,USE256,US,Semis,SELL,Patient,VWAP,XNAS,HXUS_TECH,63.1,63.02,63.56,63.29,6632,6163,92.93,9.74,38.29,1.16,8.35,12.54,12.54,487.65,-151058.75,-45441.25,131503.48,69.92,36.71,61.49
EXE0257,2026-04-21,EHE257,Europe,Healthcare,BUY,Normal,TWAP,XPAR,HXEU,59.04,59.09,59.51,59.44,12246,12114,98.92,20.33,14.12,1.03,12.17,7.18,7.18,513.56,-566703.91,-135075.98,565697.81,76.16,31.04,79.02
EXE0258,2026-04-22,ACO258,Asia,Consumer,SELL,Urgent,Manual Hedge,XHKG,HXAS_HIGHBETA,68.56,68.44,68.52,68.58,23030,22275,96.72,19.36,9.13,1.57,10.84,17.28,17.28,2639.03,765429.86,268433.19,631084.03,64.93,19.38,51.21
EXE0259,2026-04-23,USE259,US,Semis,BUY,Patient,Liquidity Seeking,XNAS,HXUS,50.72,50.78,50.5,51.18,4931,4401,89.26,7.16,44.0,2.1,11.54,13.53,13.53,301.99,-74421.8,-13342.43,72127.41,82.07,37.97,54.84
EXE0260,2026-04-24,EHE260,Europe,Healthcare,SELL,Urgent,VWAP,XAMS,HXEU_GROWTH,99.74,99.63,99.88,99.2,2326,2121,91.2,20.99,4.0,0.79,7.74,11.44,11.44,242.01,116294.45,24578.76,101494.38,78.87,14.72,60.51
